Athlete_Comp,Metric,Finish,Gender,Temp__Air,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score__1,Judge_7_Score__1,Major_Finalist,Major_Medalist,Nation,Olympic_Finalist,Olympic_Medalist,Temp__Snow,Season,Season_Comp,Round,Wind,age_yrs
LAFFONT Perrine - FRA - World Cup 6 - 2018 - Final 2,80.38,2,Women,-2.0,17.0,17.4,17.9,17.4,16.3,8.4,8.5,1,1,FRA,1,1,-3.0,2018,2018-World Cup 6,Final 2,0.0,22.0
FOERSTER Katharina - GER - World Cup 1 - 2018 - Qualification 2,70.23,5,Women,-7.0,16.2,16.5,16.9,16.9,16.5,6.1,6.0,0,0,GER,0,0,-2.0,2018,2018-World Cup 1,Qualification 2,0.0,32.0
GUELI Claudia - AUS - Olympics - 2018 - Qualification 1,68.68,17,Women,-2.0,16.3,15.0,16.0,14.7,15.0,7.8,7.8,0,0,AUS,0,0,-10.0,2018,2018-Olympics,Qualification 1,0.0,23.0
HOSHINO Junko - JPN - World Cup 6 - 2018 - Qualification,63.27,33,Women,1.0,15.9,15.8,15.5,16.4,15.1,5.0,5.0,0,0,JPN,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,31.0
LAFFONT Perrine - FRA - World Cup 5 - 2018 - Final 2,81.88,1,Women,-1.0,17.5,17.6,17.4,17.6,17.6,8.6,8.6,1,1,FRA,1,1,-3.0,2018,2018-World Cup 5,Final 2,0.0,22.0
LENVERS Jeremy - FRA - World Cup 2 - 2018 - Qualification,61.03,42,Men,4.0,15.2,15.0,15.0,14.7,14.9,7.6,7.3,0,0,FRA,0,0,-6.0,2018,2018-World Cup 2,Qualification,0.0,24.0
GALYSHEVA Yulia - KAZ - World Cup 5 - 2018 - Qualification,75.3,2,Women,-1.0,15.6,16.9,16.1,16.4,16.2,7.4,7.9,1,1,KAZ,1,1,-3.0,2018,2018-World Cup 5,Qualification,0.0,28.0
HEDRICK Joel - USA - World Cup 5 - 2018 - Qualification,75.3,23,Men,-2.0,17.0,16.5,17.0,16.7,17.2,7.8,8.3,0,0,USA,0,0,-3.0,2018,2018-World Cup 5,Qualification,0.0,23.0
WALLBERG Walter - SWE - World Cup 7 - 2018 - Qualification,75.3,51,Men,-1.0,17.0,17.6,16.8,17.0,17.0,7.2,8.0,0,0,SWE,0,0,0.0,2018,2018-World Cup 7,Qualification,0.0,20.0
MAKHNEV Andrei - RUS - World Cup 6 - 2018 - Final 1,75.3,12,Men,-2.0,16.3,17.1,16.8,16.8,16.7,6.7,6.7,0,0,RUS,0,0,-3.0,2018,2018-World Cup 6,Final 1,0.0,23.0
ASH Sophie - AUS - World Cup 4 - 2018 - Qualification,70.65,14,Women,0.0,16.1,15.9,15.6,15.4,16.5,7.0,7.6,0,0,AUS,0,0,-2.0,2018,2018-World Cup 4,Qualification,0.0,24.0
ESCOBAR Jules - FRA - World Cup 8 - 2018 - Qualification,29.78,39,Men,2.0,15.0,14.9,16.0,15.0,15.0,7.4,7.0,0,0,FRA,0,0,-2.0,2018,2018-World Cup 8,Qualification,0.0,26.0
GRASEMANN Laura - GER - World Cup 6 - 2018 - Qualification,66.98,29,Women,1.0,15.8,15.8,14.3,13.8,14.9,5.6,6.6,0,0,GER,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,28.0
KARIOTIS Jack - USA - World Cup 5 - 2018 - Qualification,66.98,45,Men,-2.0,16.2,16.8,16.3,15.8,16.2,5.6,6.2,0,0,USA,0,0,-3.0,2018,2018-World Cup 5,Qualification,0.0,23.0
LAFFONT Perrine - FRA - Olympics - 2018 - Final 1,75.76,6,Women,-12.0,17.2,16.7,16.8,16.8,16.5,7.7,7.9,1,1,FRA,1,1,-18.0,2018,2018-Olympics,Final 1,0.0,22.0
WALLBERG Walter - SWE - World Cup 3 - 2018 - Qualification,75.76,14,Men,-5.0,16.8,17.0,17.5,17.1,16.8,8.6,8.9,0,0,SWE,0,0,-7.0,2018,2018-World Cup 3,Qualification,0.0,20.0
JOHNSON Tess - USA - World Cup 6 - 2018 - Final 1,76.63,11,Women,-2.0,16.7,17.1,16.4,17.3,17.3,7.2,8.0,0,0,USA,0,0,-3.0,2018,2018-World Cup 6,Final 1,0.0,20.0
SMITH Emerson - USA - World Cup 6 - 2018 - Qualification,76.63,14,Men,1.0,15.9,17.5,16.8,16.5,16.8,7.9,7.6,0,0,USA,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,23.0
PETROVA Tetiana - UKR - Olympics - 2018 - Qualification 2,23.07,19,Women,-11.0,12.0,14.0,13.4,14.0,14.3,0.2,0.1,0,0,UKR,0,0,-18.0,2018,2018-Olympics,Qualification 2,,27.0
AMRENOVA Ayaulym - KAZ - World Cup 7 - 2018 - Qualification,68.88,41,Women,-1.0,15.0,14.8,12.3,16.0,14.1,7.0,6.8,0,0,KAZ,0,0,0.0,2018,2018-World Cup 7,Qualification,0.0,19.0
NAUDE Andi - CAN - World Cup 6 - 2018 - Qualification,74.83,6,Women,1.0,16.8,16.6,16.7,16.5,16.8,7.1,6.9,1,0,CAN,1,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,24.0
TOMITAKA Hinako - JPN - World Cup 7 - 2018 - Qualification,74.83,26,Women,-1.0,15.4,16.2,15.1,15.7,15.6,7.9,7.9,0,0,JPN,0,0,0.0,2018,2018-World Cup 7,Qualification,0.0,20.0
REIKHERD Dmitriy - KAZ - World Cup 7 - 2018 - Final 2,88.44,3,Men,-1.0,17.8,18.5,18.6,18.3,18.3,7.3,7.9,1,0,KAZ,1,0,0.0,2018,2018-World Cup 7,Final 2,0.0,31.0
BOUARD Lea - FRA - World Cup 3 - 2018 - Qualification,62.02,29,Women,-5.0,14.3,14.5,14.7,14.3,15.3,6.4,5.8,0,0,FRA,0,0,-7.0,2018,2018-World Cup 3,Qualification,0.0,24.0
GULLACHSEN Kristine - NOR - World Cup 6 - 2018 - Qualification,50.94,43,Women,1.0,14.4,14.1,12.4,13.1,13.8,5.0,4.8,0,0,NOR,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,25.0
PERTAKHIYA Marika - OAR - World Cup 1 - 2018 - Qualification 1,73.77,6,Women,-7.0,16.9,16.8,16.4,16.0,16.6,8.0,8.5,1,0,OAR,0,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,28.0
MEILINGER Melanie - AUT - World Cup 8 - 2018 - Qualification,59.34,26,Women,0.0,14.7,15.4,15.4,12.0,15.0,4.1,3.8,0,0,AUT,0,0,-2.0,2018,2018-World Cup 8,Qualification,0.0,29.0
GILBERT Valerie - CAN - World Cup 4 - 2018 - Qualification,59.34,39,Women,0.0,15.8,15.1,14.8,15.7,15.5,7.2,6.9,0,0,CAN,0,0,-2.0,2018,2018-World Cup 4,Qualification,0.0,22.0
KAUF Jaelin - USA - World Cup 2 - 2018 - Qualification,68.05,13,Women,4.0,15.2,16.2,15.9,16.3,17.1,6.4,6.0,1,0,USA,0,0,-6.0,2018,2018-World Cup 2,Qualification,0.0,24.0
MATTHEWS Mikaela - USA - World Cup 1 - 2018 - Qualification 1,56.78,38,Women,-7.0,13.5,12.1,11.0,13.5,14.0,6.1,7.1,0,0,USA,0,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,29.0
SALONEN Jimi - FIN - World Cup 7 - 2018 - Qualification,68.11,60,Men,-1.0,16.5,17.1,16.5,16.7,16.5,3.7,4.5,0,0,FIN,0,0,0.0,2018,2018-World Cup 7,Qualification,0.0,26.0
RETZER Mathew - CZE - World Cup 5 - 2018 - Qualification,17.14,59,Men,-2.0,9.8,12.0,12.8,15.0,13.8,8.5,7.9,0,0,CZE,0,0,-3.0,2018,2018-World Cup 5,Qualification,0.0,25.0
REIKHERD Dmitriy - KAZ - World Cup 8 - 2018 - Qualification,83.24,2,Men,2.0,18.1,18.4,17.7,17.0,17.1,8.9,8.7,1,0,KAZ,1,0,-2.0,2018,2018-World Cup 8,Qualification,0.0,31.0
FOERSTER Katharina - GER - World Cup 3 - 2018 - Qualification,62.31,27,Women,-5.0,15.7,15.0,15.2,14.8,15.0,5.2,5.4,0,0,GER,0,0,-7.0,2018,2018-World Cup 3,Qualification,0.0,32.0
ENDO Sho - JPN - World Cup 1 - 2018 - Qualification 1,80.66,2,Men,-7.0,16.7,17.5,18.0,17.6,17.7,8.0,8.1,0,0,JPN,0,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,30.0
BOUARD Lea - FRA - World Cup 5 - 2018 - Qualification,63.88,35,Women,-1.0,16.0,15.5,14.5,13.8,13.9,5.9,5.8,0,0,FRA,0,0,-3.0,2018,2018-World Cup 5,Qualification,0.0,24.0
GRAHAM Matt - AUS - World Cup 4 - 2018 - Final 1,82.65,3,Men,7.0,18.7,18.6,18.1,18.5,18.8,8.9,8.8,1,1,AUS,1,1,-2.0,2018,2018-World Cup 4,Final 1,0.0,26.0
JOHNSON Tess - USA - World Cup 8 - 2018 - Qualification,74.11,9,Women,0.0,17.1,16.5,16.5,15.4,16.2,8.2,8.2,0,0,USA,0,0,-2.0,2018,2018-World Cup 8,Qualification,0.0,20.0
ANUFRIEV Egor - RUS - World Cup 5 - 2018 - Qualification,75.85,21,Men,-2.0,16.5,17.1,17.4,16.9,16.7,7.9,8.4,0,0,RUS,0,0,-3.0,2018,2018-World Cup 5,Qualification,0.0,25.0
JOHNSON Tess - USA - Olympics - 2018 - Qualification 2,75.33,1,Women,-11.0,17.1,17.3,17.5,17.2,17.4,7.4,7.3,0,0,USA,0,0,-18.0,2018,2018-Olympics,Qualification 2,,20.0
LENVERS Jeremy - FRA - World Cup 5 - 2018 - Qualification,73.24,31,Men,-2.0,16.3,16.7,16.9,16.7,16.0,6.0,7.0,0,0,FRA,0,0,-3.0,2018,2018-World Cup 5,Qualification,0.0,24.0
ANTHONY Jakara - AUS - World Cup 3 - 2018 - Qualification,67.16,21,Women,-5.0,14.5,15.5,15.9,15.9,15.8,7.0,7.5,1,1,AUS,1,0,-7.0,2018,2018-World Cup 3,Qualification,0.0,22.0
MURPHY Troy - USA - World Cup 1 - 2018 - Qualification 1,51.31,41,Men,-7.0,17.4,16.0,16.4,15.8,14.9,7.5,7.2,0,0,USA,0,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,28.0
ROWLEY Thomas - USA - World Cup 1 - 2018 - Qualification 1,55.78,39,Men,-7.0,16.0,16.0,15.0,15.5,14.5,8.7,9.0,0,0,USA,0,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,26.0
SEO Jung Hwa - KOR - World Cup 4 - 2018 - Qualification,37.55,47,Women,0.0,15.1,12.3,14.2,14.9,14.4,6.9,6.0,0,0,KOR,0,0,-2.0,2018,2018-World Cup 4,Qualification,0.0,30.0
ANDRINGA Casey - USA - Olympics - 2018 - Final 3,75.5,5,Men,-12.0,17.0,16.5,16.6,16.5,17.2,8.3,8.0,1,0,USA,1,0,-19.0,2018,2018-Olympics,Final 3,0.0,25.0
MURPHY Troy - USA - World Cup 5 - 2018 - Qualification,76.23,16,Men,-2.0,16.7,17.2,16.8,17.3,16.3,8.4,7.8,0,0,USA,0,0,-3.0,2018,2018-World Cup 5,Qualification,0.0,28.0
FOERSTER Katharina - GER - World Cup 6 - 2018 - Qualification,71.26,16,Women,1.0,16.0,16.1,16.6,16.1,16.6,5.7,4.8,0,0,GER,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,32.0
ONEILL Taylah - AUS - World Cup 6 - 2018 - Qualification,71.26,17,Women,1.0,16.2,16.2,16.4,15.8,15.7,8.2,7.6,0,0,AUS,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,26.0
MATTHEWS Mikaela - USA - World Cup 6 - 2018 - Qualification,69.86,19,Women,1.0,15.8,16.2,16.4,15.5,16.0,6.2,6.0,0,0,USA,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,29.0
WILSON Bradley - USA - World Cup 5 - 2018 - Qualification,80.07,4,Men,-2.0,17.2,18.2,17.2,17.2,16.1,9.4,9.2,1,0,USA,0,0,-3.0,2018,2018-World Cup 5,Qualification,0.0,28.0
SLATTEN Vinjar - NOR - Olympics - 2018 - Qualification 2,77.49,2,Men,-11.0,16.7,16.5,16.3,16.4,17.5,8.8,8.7,1,0,NOR,1,0,-19.0,2018,2018-Olympics,Qualification 2,,30.0
GILBERT Valerie - CAN - World Cup 7 - 2018 - Qualification,77.49,16,Women,-1.0,15.1,15.4,15.8,16.1,15.6,6.9,7.7,0,0,CAN,0,0,0.0,2018,2018-World Cup 7,Qualification,0.0,22.0
KAUF Jaelin - USA - World Cup 5 - 2018 - Final 1,78.19,5,Women,-1.0,17.2,17.0,16.8,16.5,17.7,7.0,6.9,1,0,USA,0,0,-3.0,2018,2018-World Cup 5,Final 1,0.0,24.0
ITO Satsuki - JPN - World Cup 7 - 2018 - Final 1,78.19,11,Women,-1.0,16.2,15.8,16.5,16.5,16.5,7.2,8.0,0,0,JPN,0,0,0.0,2018,2018-World Cup 7,Final 1,0.0,27.0
RETZER Mathew - CZE - World Cup 6 - 2018 - Qualification,58.48,40,Men,1.0,14.8,15.0,13.2,15.6,14.3,7.5,7.7,0,0,CZE,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,25.0
RAKHIMOVA Regina - OAR - World Cup 2 - 2018 - Final 2,74.16,5,Women,4.0,16.7,16.3,16.2,16.1,16.5,8.4,8.1,1,0,OAR,0,0,-6.0,2018,2018-World Cup 2,Final 2,0.0,31.0
ASH Sophie - AUS - World Cup 5 - 2018 - Final 1,74.16,13,Women,-1.0,17.1,16.8,16.2,16.8,16.7,6.7,7.4,0,0,AUS,0,0,-3.0,2018,2018-World Cup 5,Final 1,0.0,24.0
CHEN Kang - CHN - World Cup 4 - 2018 - Qualification,54.27,50,Men,7.0,14.2,12.9,14.3,13.9,15.3,3.4,4.0,0,0,CHN,0,0,-2.0,2018,2018-World Cup 4,Qualification,0.0,27.0
KIM Ji Hyon - KOR - World Cup 6 - 2018 - Qualification,73.01,26,Men,1.0,16.0,17.0,15.3,15.9,15.4,8.4,8.4,0,0,KOR,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,25.0
MCCARGO Keaton - USA - World Cup 8 - 2018 - Qualification,78.89,1,Women,0.0,16.5,16.8,16.5,16.6,16.7,9.1,8.8,0,0,USA,0,0,-2.0,2018,2018-World Cup 8,Qualification,0.0,25.0
FJALLSTROM Ludvig - SWE - World Cup 3 - 2018 - Final 1,78.89,6,Men,-5.0,16.8,18.0,18.1,17.9,17.6,8.4,8.5,0,0,SWE,0,0,-7.0,2018,2018-World Cup 3,Final 1,0.0,27.0
SCANZIO Deborah - SUI - World Cup 7 - 2018 - Final 1,75.87,12,Women,-1.0,16.4,16.8,16.6,16.3,17.0,4.8,5.0,0,0,SUI,0,0,0.0,2018,2018-World Cup 7,Final 1,0.0,34.0
BOUARD Adrien - GER - World Cup 1 - 2018 - Qualification 1,17.86,50,Men,-7.0,13.6,14.0,13.0,12.0,11.3,6.3,6.4,0,0,GER,0,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,27.0
SMYSHLIAEV Aleksandr - OAR - World Cup 3 - 2018 - Qualification,70.71,21,Men,-5.0,15.5,17.0,16.2,15.9,17.3,7.8,8.2,1,1,OAR,1,1,-7.0,2018,2018-World Cup 3,Qualification,0.0,33.0
KAUF Jaelin - USA - World Cup 1 - 2018 - Final 2,70.71,5,Women,-7.0,16.4,17.0,17.5,16.5,16.2,7.1,7.4,1,0,USA,0,0,-2.0,2018,2018-World Cup 1,Final 2,0.0,24.0
WANG Jin - CHN - World Cup 3 - 2018 - Qualification,38.77,45,Women,-5.0,13.7,13.0,13.0,12.5,13.0,5.3,5.5,0,0,CHN,0,0,-7.0,2018,2018-World Cup 3,Qualification,0.0,23.0
WESSEL Hedvig - NOR - World Cup 1 - 2018 - Qualification 1,39.07,43,Women,-7.0,14.5,15.0,13.0,12.8,12.0,6.9,7.4,1,0,NOR,0,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,25.0
ITO Satsuki - JPN - World Cup 1 - 2018 - Qualification 1,63.01,26,Women,-7.0,16.1,14.1,16.0,14.5,16.6,6.9,7.2,0,0,JPN,0,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,27.0
MIKHAILOV Maksim - RUS - World Cup 3 - 2018 - Qualification,56.44,45,Men,-5.0,14.0,12.5,12.0,11.3,14.8,7.2,7.2,0,0,RUS,0,0,-7.0,2018,2018-World Cup 3,Qualification,0.0,28.0
LAFFONT Perrine - FRA - World Cup 8 - 2018 - Qualification,78.69,2,Women,0.0,17.6,17.2,16.8,17.2,17.2,8.1,8.1,1,1,FRA,1,1,-2.0,2018,2018-World Cup 8,Qualification,0.0,22.0
SMITH Emerson - USA - World Cup 2 - 2018 - Final 2,56.19,6,Men,4.0,16.5,16.5,17.6,17.1,16.0,8.9,9.5,0,0,USA,0,0,-6.0,2018,2018-World Cup 2,Final 2,0.0,23.0
HORISHIMA Ikuma - JPN - World Cup 3 - 2018 - Final 1,78.34,7,Men,-5.0,17.2,16.5,17.6,16.0,17.3,8.1,8.1,1,1,JPN,0,0,-7.0,2018,2018-World Cup 3,Final 1,0.0,23.0
FJALLSTROM Ludvig - SWE - Olympics - 2018 - Qualification 1,68.57,25,Men,0.0,16.4,16.1,15.3,15.7,15.1,6.2,7.0,0,0,SWE,0,0,-9.0,2018,2018-Olympics,Qualification 1,0.0,27.0
CAVET Benjamin - FRA - Olympics - 2018 - Qualification 1,72.74,21,Men,0.0,16.6,16.6,16.2,16.0,16.4,7.0,7.6,1,1,FRA,0,0,-9.0,2018,2018-Olympics,Qualification 1,0.0,26.0
GAGNON Alex Anne - CAN - World Cup 1 - 2018 - Final 1,72.74,13,Women,-7.0,16.5,16.2,17.0,16.8,16.5,6.3,7.1,0,0,CAN,0,0,-2.0,2018,2018-World Cup 1,Final 1,0.0,25.0
STOLYAROVA Ekaterina - OAR - Olympics - 2018 - Final 2,72.74,11,Women,-12.0,15.8,15.9,16.6,16.1,16.6,6.9,7.0,0,0,OAR,0,0,-18.0,2018,2018-Olympics,Final 2,0.0,32.0
THEOCHARIS Sacha - FRA - World Cup 4 - 2018 - Final 1,72.74,14,Men,7.0,17.4,17.9,18.2,17.7,17.2,6.2,5.9,0,0,FRA,0,0,-2.0,2018,2018-World Cup 4,Final 1,0.0,30.0
CHOI Jae Woo - KOR - World Cup 2 - 2018 - Qualification,77.72,2,Men,4.0,16.4,17.5,16.6,17.7,17.3,8.2,8.0,1,0,KOR,0,0,-6.0,2018,2018-World Cup 2,Qualification,0.0,26.0
MIKHAILOV Maksim - RUS - World Cup 6 - 2018 - Qualification,69.26,32,Men,1.0,15.5,17.0,15.7,15.6,16.3,5.6,6.3,0,0,RUS,0,0,-1.0,2018,2018-World Cup 6,Qualification,0.0,28.0
GIACCIO Olivia - USA - World Cup 3 - 2018 - Qualification,71.57,6,Women,-5.0,16.7,16.3,16.3,16.5,16.5,8.0,8.5,0,0,USA,0,0,-7.0,2018,2018-World Cup 3,Qualification,0.0,20.0
DUFRESNE Gabriel - CAN - World Cup 4 - 2018 - Qualification,71.57,27,Men,7.0,16.5,16.9,16.3,16.1,17.0,6.1,6.2,0,0,CAN,0,0,-2.0,2018,2018-World Cup 4,Qualification,0.0,24.0
KAUF Jaelin - USA - Olympics - 2018 - Final 2,76.03,7,Women,-12.0,16.4,17.0,16.2,16.8,16.7,7.8,7.9,1,0,USA,0,0,-18.0,2018,2018-Olympics,Final 2,0.0,24.0
NISHI Nobuyuki - JPN - World Cup 4 - 2018 - Qualification,76.86,11,Men,7.0,17.1,17.6,18.1,17.3,17.7,7.5,7.9,0,0,JPN,0,0,-2.0,2018,2018-World Cup 4,Qualification,0.0,35.0
HORISHIMA Ikuma - JPN - World Cup 2 - 2018 - Qualification,48.43,51,Men,4.0,15.5,14.2,14.7,14.0,14.8,8.3,8.4,1,1,JPN,0,0,-6.0,2018,2018-World Cup 2,Qualification,0.0,23.0
DONG Mingwei - CHN - World Cup 3 - 2018 - Qualification,57.69,40,Men,-5.0,14.2,16.0,16.1,15.8,14.7,3.8,3.8,0,0,CHN,0,0,-7.0,2018,2018-World Cup 3,Qualification,0.0,26.0
KAUF Jaelin - USA - World Cup 6 - 2018 - Final 2,81.37,1,Women,-2.0,17.2,17.8,17.2,17.0,17.6,8.0,8.6,1,0,USA,0,0,-3.0,2018,2018-World Cup 6,Final 2,0.0,24.0
WILSON Bradley - USA - World Cup 4 - 2018 - Final 1,80.54,6,Men,7.0,17.6,18.3,18.4,18.4,18.7,7.8,8.0,1,0,USA,0,0,-2.0,2018,2018-World Cup 4,Final 1,0.0,28.0
FJALLSTROM Ludvig - SWE - World Cup 7 - 2018 - Qualification,80.54,26,Men,-1.0,16.9,18.2,17.3,16.2,17.7,7.7,7.7,0,0,SWE,0,0,0.0,2018,2018-World Cup 7,Qualification,0.0,27.0
HIMBURY Madii - AUS - Olympics - 2018 - Final 1,68.19,20,Women,-12.0,16.0,15.7,15.6,16.0,15.4,8.2,8.6,0,0,AUS,0,0,-18.0,2018,2018-Olympics,Final 1,0.0,26.0
NAUDE Andi - CAN - World Cup 1 - 2018 - Qualification 1,73.19,9,Women,-7.0,17.3,17.0,16.6,16.2,16.2,8.2,8.1,1,0,CAN,1,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,24.0
CABROL Camille - FRA - World Cup 8 - 2018 - Qualification,65.92,23,Women,0.0,14.7,15.8,16.0,14.2,14.5,8.1,8.0,0,0,FRA,0,0,-2.0,2018,2018-World Cup 8,Qualification,0.0,23.0
TULLY Troy - USA - World Cup 3 - 2018 - Qualification,65.92,31,Men,-5.0,15.8,16.1,16.0,16.3,16.5,7.5,7.3,0,0,USA,0,0,-7.0,2018,2018-World Cup 3,Qualification,0.0,28.0
LODOEN Nora - NOR - World Cup 1 - 2018 - Qualification 1,57.01,37,Women,-7.0,14.0,14.5,15.1,15.0,14.1,5.0,4.6,0,0,NOR,0,0,-2.0,2018,2018-World Cup 1,Qualification 1,0.0,22.0
LUNDBLAD Frida - SWE - World Cup 4 - 2018 - Qualification,57.01,40,Women,0.0,15.5,15.8,15.3,15.1,15.1,6.9,8.0,0,0,SWE,0,0,-2.0,2018,2018-World Cup 4,Qualification,0.0,23.0
COX Britteny - AUS - World Cup 8 - 2018 - Qualification,75.89,4,Women,0.0,17.4,16.9,16.6,16.4,15.8,7.5,7.2,1,1,AUS,1,0,-2.0,2018,2018-World Cup 8,Qualification,0.0,26.0
BOUARD Lea - FRA - World Cup 8 - 2018 - Qualification,67.49,21,Women,0.0,16.0,15.5,15.4,14.8,15.0,5.0,4.4,0,0,FRA,0,0,-2.0,2018,2018-World Cup 8,Qualification,0.0,24.0
CABROL Camille - FRA - World Cup 7 - 2018 - Qualification,67.49,43,Women,-1.0,15.0,15.3,14.3,14.8,14.6,6.6,7.0,0,0,FRA,0,0,0.0,2018,2018-World Cup 7,Qualification,0.0,23.0
MURATA Arisa - JPN - World Cup 5 - 2018 - Qualification,73.56,7,Women,-1.0,16.5,15.5,15.9,15.7,16.1,6.6,7.3,1,0,JPN,0,0,-3.0,2018,2018-World Cup 5,Qualification,0.0,30.0
ASH Sophie - AUS - World Cup 7 - 2018 - Qualification,73.56,31,Women,-1.0,15.8,15.6,16.2,16.1,15.4,6.6,7.3,0,0,AUS,0,0,0.0,2018,2018-World Cup 7,Qualification,0.0,24.0
FOERSTER Katharina - GER - World Cup 1 - 2018 - Final 1,73.56,11,Women,-7.0,16.8,16.7,16.0,16.5,16.7,6.4,6.2,0,0,GER,0,0,-2.0,2018,2018-World Cup 1,Final 1,0.0,32.0
AMUNDSEN Aurora - NOR - World Cup 1 - 2018 - Qualification 2,60.02,15,Women,-7.0,15.2,15.2,15.0,15.0,14.9,7.4,7.8,0,0,NOR,0,0,-2.0,2018,2018-World Cup 1,Qualification 2,0.0,24.0
HIMBURY Madii - AUS - World Cup 6 - 2017 - Qualification 1,42.01,34,Women,-6.0,11.2,12.0,13.5,15.1,13.5,6.0,5.8,0,0,AUS,0,0,-7.0,2017,2017-World Cup 6,Qualification 1,0.0,26.0
WESSEL Hedvig - NOR - World Cup 4 - 2017 - Final 1,74.29,6,Women,10.0,16.4,16.6,16.2,16.8,15.9,6.1,6.3,1,0,NOR,0,0,0.0,2017,2017-World Cup 4,Final 1,0.0,25.0
HIMBURY Madii - AUS - World Cup 5 - 2017 - Qualification,66.93,17,Women,-2.0,16.2,15.8,16.8,16.5,14.8,6.0,7.0,0,0,AUS,0,0,-3.0,2017,2017-World Cup 5,Qualification,0.0,26.0
JENSON Alex - USA - World Cup 2 - 2017 - Qualification,66.93,10,Women,-1.0,14.3,13.0,13.6,13.8,13.9,8.0,7.6,0,0,USA,0,0,-1.0,2017,2017-World Cup 2,Qualification,0.0,25.0
NAUDE Andi - CAN - World Cup 6 - 2017 - Qualification 2,73.33,4,Women,-6.0,16.5,16.0,16.4,15.3,15.9,8.2,8.2,1,0,CAN,1,0,-7.0,2017,2017-World Cup 6,Qualification 2,0.0,24.0
SEO Myung Joon - KOR - World Cup 6 - 2017 - Qualification 1,73.33,24,Men,-6.0,12.6,17.0,16.2,15.0,15.9,9.3,9.5,0,0,KOR,0,0,-7.0,2017,2017-World Cup 6,Qualification 1,0.0,28.0
ESCOBAR Jules - FRA - World Championships - 2017 - Qualification 2,71.19,16,Men,9.0,16.2,16.6,16.5,16.6,16.6,5.9,6.2,0,0,FRA,0,0,-2.0,2017,2017-World Championships,Qualification 2,0.0,26.0
CHOI Jae Woo - KOR - World Cup 6 - 2017 - Qualification 2,80.11,1,Men,-6.0,14.8,17.0,16.0,16.5,16.5,8.9,8.7,1,0,KOR,0,0,-7.0,2017,2017-World Cup 6,Qualification 2,0.0,26.0
CAVET Benjamin - FRA - World Cup 1 - 2017 - Final 2,80.11,3,Men,-9.0,17.9,17.2,17.3,17.5,17.0,8.5,8.3,1,1,FRA,0,0,-3.0,2017,2017-World Cup 1,Final 2,0.0,26.0
BENNA Anthony - FRA - World Championships - 2017 - Final 2,80.11,6,Men,9.0,17.0,17.0,17.3,17.8,17.6,8.1,8.1,1,1,FRA,0,0,-2.0,2017,2017-World Championships,Final 2,0.0,33.0
SUMMERS Brodie - AUS - World Cup 6 - 2017 - Qualification 1,74.89,18,Men,-6.0,17.8,17.0,16.5,17.4,17.3,5.7,6.2,0,0,AUS,0,0,-7.0,2017,2017-World Cup 6,Qualification 1,0.0,27.0
PERTAKHIYA Marika - OAR - World Championships - 2017 - Qualification 1,75.52,8,Women,3.0,16.6,16.2,16.7,15.9,15.9,8.4,8.5,1,0,OAR,0,0,-2.0,2017,2017-World Championships,Qualification 1,0.0,28.0
GRASEMANN Laura - GER - World Championships - 2017 - Final 1,75.52,11,Women,9.0,16.1,15.8,16.0,16.2,15.7,7.9,7.8,0,0,GER,0,0,-2.0,2017,2017-World Championships,Final 1,0.0,28.0
GERKEN SCHOFIELD Makayla - GBR - World Championships - 2017 - Qualification 1,55.18,21,Women,3.0,13.8,13.0,13.6,14.7,14.7,5.2,5.0,0,0,GBR,0,0,-2.0,2017,2017-World Championships,Qualification 1,0.0,21.0
SUMIYOSHI Kisara - JPN - World Cup 2 - 2017 - Qualification,63.33,21,Women,-1.0,15.5,15.6,14.4,13.7,13.6,7.2,6.6,0,0,JPN,0,0,-1.0,2017,2017-World Cup 2,Qualification,0.0,20.0
YIN Krystle - AUS - World Cup 7 - 2017 - Qualification,63.33,28,Women,-5.0,15.2,15.2,14.5,15.5,15.3,4.2,4.4,0,0,AUS,0,0,-1.0,2017,2017-World Cup 7,Qualification,0.0,22.0
