Athlete_Comp,Metric,Finish,Gender,Temp__Air,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score__1,Judge_7_Score__1,Major_Finalist,Major_Medalist,Nation,Olympic_Finalist,Olympic_Medalist,Temp__Snow,Season,Season_Comp,Round,Wind,age_yrs
DUFRESNE Gabriel - CAN - North American Cup 1 - 2016 - Final 2,75.72,6,Men,7.0,17.0,16.1,18.0,16.6,17.1,8.4,7.9,0,0,CAN,0,0,0.0,2016,2016-North American Cup 1,Final 2,5.5,24.0
MARSEILLES Sophia - USA - North American Cup 2 - 2016 - Qualification 1,41.11,31,Women,7.0,14.3,13.0,11.5,14.3,13.0,5.2,5.0,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification 1,11.2,22.0
CRESCIMANNO Sterling - USA - North American Cup 1 - 2016 - Qualification 1,73.74,9,Men,7.0,16.3,16.1,16.3,15.6,15.9,7.8,7.4,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,28.0
HOFFMAN Zachary - CAN - North American Cup 3 - 2016 - Qualification 1,72.42,16,Men,16.0,15.8,16.1,15.3,16.2,15.3,8.6,8.1,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,27.0
PETERS Tali - USA - North American Cup 2 - 2016 - Qualification 1,64.31,16,Women,7.0,14.1,14.5,15.8,16.1,15.9,6.6,7.1,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification 1,11.2,25.0
FINLAYSON Shaina - CAN - North American Cup 1 - 2016 - Qualification 1,16.46,36,Women,7.0,13.1,11.8,12.0,13.2,12.1,4.7,4.3,0,0,CAN,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,21.0
LAVOIE Alexandre - CAN - North American Cup 4 - 2016 - Final 1,79.79,6,Men,-10.0,16.5,17.8,15.8,17.0,17.0,8.2,8.6,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Final 1,0.0,24.0
GILBERT Valerie - CAN - North American Cup 2 - 2016 - Qualification 1,70.82,7,Women,7.0,16.1,14.5,15.7,15.8,15.8,8.0,8.3,0,0,CAN,0,0,0.0,2016,2016-North American Cup 2,Qualification 1,11.2,22.0
O CONNELL Elizabeth - USA - North American Cup 4 - 2016 - Final 1,70.82,11,Women,-10.0,14.8,14.8,14.0,15.6,15.0,6.2,6.5,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Final 1,0.0,24.0
JENSON Alex - USA - North American Cup 1 - 2016 - Qualification 1,65.64,16,Women,7.0,16.2,15.2,14.9,13.8,15.3,6.0,5.5,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,25.0
ONEILL Taylah - AUS - North American Cup 3 - 2016 - Final 1,70.12,13,Women,-9.0,16.3,15.6,15.8,16.3,16.6,5.4,5.2,0,0,AUS,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,26.0
DUMAIS Laurent - CAN - North American Cup 4 - 2016 - Final 2,84.41,2,Men,-10.0,17.4,17.4,17.3,17.8,17.9,9.0,8.6,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Final 2,0.0,24.0
RYAN Maggie - USA - North American Cup 1 - 2016 - Qualification 1,66.54,13,Women,7.0,15.6,14.5,14.1,16.0,15.5,5.3,5.3,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,22.0
KARIOTIS Jack - USA - North American Cup 2 - 2016 - Qualification,76.4,7,Men,7.0,17.7,16.8,17.0,17.4,16.5,7.0,7.8,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,23.0
FRENDEL Myles - USA - North American Cup 4 - 2016 - Qualification 1,44.84,49,Men,-10.0,12.0,12.0,12.7,14.8,12.6,5.8,7.0,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,23.0
ASH Sophie - AUS - North American Cup 1 - 2016 - Final 2,76.58,5,Women,7.0,17.1,16.4,17.3,16.2,16.4,9.2,8.2,0,0,AUS,0,0,0.0,2016,2016-North American Cup 1,Final 2,5.5,24.0
BERGERON Julie - CAN - North American Cup 3 - 2016 - Final 2,78.53,1,Women,-9.0,15.8,16.3,16.4,17.0,17.0,8.0,7.8,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Final 2,0.0,24.0
SMITH Emerson - USA - North American Cup 2 - 2016 - Qualification,81.53,1,Men,7.0,18.0,17.4,16.9,17.9,17.0,8.2,7.8,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,23.0
LEMIEUX Simon - CAN - North American Cup 2 - 2016 - Qualification,34.15,41,Men,7.0,14.9,14.9,16.0,15.5,13.1,9.5,9.2,0,0,CAN,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,28.0
PERSON Hayden - CAN - North American Cup 2 - 2016 - Qualification,23.01,50,Men,7.0,12.2,13.0,11.0,13.9,11.1,7.8,6.1,0,0,CAN,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,20.0
DUFRESNE Gabriel - CAN - North American Cup 3 - 2016 - Qualification 1,71.84,17,Men,16.0,16.3,16.0,16.3,15.9,16.3,7.7,8.1,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,24.0
ZETZER Rian - USA - North American Cup 4 - 2016 - Qualification 1,37.45,35,Women,-10.0,12.5,10.8,11.4,12.0,12.2,5.0,5.2,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,24.0
STOLTZNER Lane - USA - North American Cup 1 - 2016 - Final 1,74.79,5,Women,7.0,16.1,14.6,17.0,15.6,16.4,7.4,7.4,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Final 1,5.5,30.0
LAVOIE Alexandre - CAN - North American Cup 4 - 2016 - Qualification 1,75.78,14,Men,-10.0,16.0,16.1,15.1,18.0,16.8,7.8,8.5,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,24.0
LEGER Justin - CAN - North American Cup 3 - 2016 - Qualification 1,69.08,24,Men,16.0,15.9,15.0,16.4,15.2,15.4,6.1,5.0,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,25.0
IWAMOTO Ako - JPN - North American Cup 4 - 2016 - Qualification 1,42.91,33,Women,-10.0,14.3,14.8,14.9,15.0,14.6,0.5,0.4,0,0,JPN,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,27.0
HIMBURY Madii - AUS - North American Cup 4 - 2016 - Qualification 1,61.24,22,Women,-10.0,13.0,14.8,12.6,15.2,13.6,7.0,6.8,0,0,AUS,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,26.0
HARRELL Kaitlyn - USA - North American Cup 3 - 2016 - Final 1,75.83,4,Women,-9.0,15.8,15.7,15.7,16.1,16.4,6.7,7.6,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,23.0
MA Zhuoni - CHN - North American Cup 3 - 2016 - Qualification 1,9.62,40,Women,16.0,10.3,10.0,8.8,8.5,8.0,,,0,0,CHN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,22.0
ROBINSON Cameron - USA - North American Cup 3 - 2016 - Qualification 1,65.68,33,Men,16.0,14.7,16.5,14.7,14.1,14.4,7.6,7.9,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,21.0
PERRY Bruce - USA - North American Cup 1 - 2016 - Qualification 1,73.82,8,Men,7.0,17.6,16.5,17.1,16.4,15.5,7.6,6.1,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,25.0
O CONNELL Elizabeth - USA - North American Cup 1 - 2016 - Qualification 1,67.05,9,Women,7.0,15.9,14.8,14.8,15.2,15.3,5.2,5.9,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,24.0
GAGNON JOYAL Antoine - CAN - North American Cup 3 - 2016 - Qualification 1,28.7,52,Men,16.0,14.2,14.7,14.0,13.3,14.0,8.8,7.9,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,24.0
TULLY Troy - USA - North American Cup 4 - 2016 - Final 1,83.4,3,Men,-10.0,17.0,17.8,17.5,17.0,17.3,8.2,8.8,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Final 1,0.0,28.0
HEDRICK Joel - USA - North American Cup 1 - 2016 - Final 1,83.4,2,Men,7.0,18.1,18.1,18.5,18.2,18.2,9.0,8.4,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Final 1,5.5,23.0
KARIOTIS Jack - USA - North American Cup 2 - 2016 - Final 1,78.49,7,Men,7.0,17.7,17.0,17.2,18.3,17.4,6.8,7.5,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Final 1,11.2,23.0
O CONNELL Elizabeth - USA - North American Cup 4 - 2016 - Qualification 1,67.21,13,Women,-10.0,13.0,12.5,13.8,13.2,13.8,8.4,8.3,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,24.0
STOLTZNER Lane - USA - North American Cup 4 - 2016 - Final 1,79.28,1,Women,-10.0,16.0,16.2,15.8,16.8,16.2,8.6,8.6,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Final 1,0.0,30.0
BOCKHAHN Carson - USA - North American Cup 2 - 2016 - Qualification,79.02,2,Men,7.0,17.4,16.3,17.3,17.2,17.4,6.8,5.9,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,28.0
SHAFFER Lulu - USA - North American Cup 4 - 2016 - Qualification 1,72.1,4,Women,-10.0,16.3,15.8,15.1,15.3,15.7,5.9,4.8,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,21.0
BOCKHAHN Carson - USA - North American Cup 4 - 2016 - Qualification 1,35.39,52,Men,-10.0,16.0,14.8,15.9,16.0,15.3,6.3,6.9,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,28.0
PAWLIK Brayden - CAN - North American Cup 1 - 2016 - Qualification 1,71.55,15,Men,7.0,16.1,16.3,15.6,16.0,15.7,7.4,7.0,0,0,CAN,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,28.0
ROBINSON Cameron - USA - North American Cup 2 - 2016 - Qualification,71.55,17,Men,7.0,16.4,14.9,15.9,14.0,17.3,8.1,8.7,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,21.0
KAPRONCZAI Julian - CAN - North American Cup 3 - 2016 - Qualification 1,79.54,3,Men,16.0,17.8,17.5,16.2,16.5,15.4,7.1,7.3,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,22.0
KELLY Brenden - CAN - North American Cup 2 - 2016 - Qualification,36.49,40,Men,7.0,14.8,14.0,15.0,15.9,14.0,7.3,7.9,0,0,CAN,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,25.0
ANDRINGA Jesse - USA - North American Cup 4 - 2016 - Qualification 1,69.31,26,Men,-10.0,15.0,16.2,16.2,15.3,18.0,6.6,6.0,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,23.0
CLEMENT Davis - CAN - North American Cup 3 - 2016 - Final 1,74.43,13,Men,-9.0,15.4,17.1,14.9,16.6,15.6,5.8,5.1,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,22.0
GUO Xiangru - CHN - North American Cup 3 - 2016 - Qualification 1,66.71,30,Men,16.0,14.7,15.7,15.1,15.7,15.2,7.2,7.8,0,0,CHN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,27.0
REILLY Trevor - USA - North American Cup 1 - 2016 - Final 1,77.21,10,Men,7.0,16.2,17.0,17.8,16.5,17.1,7.4,7.3,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Final 1,5.5,24.0
STUDLER Abe - USA - North American Cup 1 - 2016 - Final 1,74.94,12,Men,7.0,17.3,17.4,18.0,17.5,16.9,7.8,7.1,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Final 1,5.5,23.0
GILBERT Valerie - CAN - North American Cup 2 - 2016 - Final 1,38.67,13,Women,7.0,16.1,15.5,16.0,16.2,15.0,7.8,7.9,0,0,CAN,0,0,0.0,2016,2016-North American Cup 2,Final 1,11.2,22.0
STRANDE Jordan - USA - North American Cup 3 - 2016 - Final 1,78.16,10,Men,-9.0,18.1,16.6,16.2,16.8,17.1,6.8,7.4,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,22.0
HOFFMAN Zachary - CAN - North American Cup 4 - 2016 - Qualification 1,76.43,12,Men,-10.0,16.0,15.4,16.3,17.2,17.4,8.0,8.5,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,27.0
SCHWARTZ Sophia - USA - North American Cup 1 - 2016 - Final 2,80.47,1,Women,7.0,17.0,17.4,18.1,17.3,16.8,7.6,7.7,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Final 2,5.5,30.0
CARROLL Robert - USA - North American Cup 1 - 2016 - Qualification 1,76.29,6,Men,7.0,17.6,16.3,17.0,16.8,16.5,8.4,8.1,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,30.0
PETERS Tali - USA - North American Cup 4 - 2016 - Qualification 1,53.13,29,Women,-10.0,12.2,14.6,10.8,13.0,14.0,6.0,5.5,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,25.0
STUDLER Abe - USA - North American Cup 3 - 2016 - Final 1,46.95,16,Men,-9.0,16.0,17.9,15.3,16.8,17.3,7.0,7.7,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,23.0
GUAN Ziyan - CHN - North American Cup 1 - 2016 - Qualification 1,18.66,33,Women,7.0,11.8,11.9,8.3,10.9,12.2,3.8,4.0,0,0,CHN,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,20.0
ANDRINGA Casey - USA - North American Cup 1 - 2016 - Final 1,83.49,1,Men,7.0,17.3,17.6,18.2,18.0,16.8,9.4,8.9,1,0,USA,1,0,0.0,2016,2016-North American Cup 1,Final 1,5.5,25.0
SMITH Emerson - USA - North American Cup 3 - 2016 - Qualification 1,67.76,27,Men,16.0,16.4,14.9,16.6,14.5,15.9,4.0,5.0,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,23.0
GILBERT Valerie - CAN - North American Cup 3 - 2016 - Final 1,75.15,6,Women,-9.0,15.7,15.8,14.7,16.2,16.9,7.5,8.0,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,22.0
DUMAIS Laurent - CAN - North American Cup 4 - 2016 - Qualification 1,83.04,2,Men,-10.0,17.8,17.0,17.0,18.2,16.5,9.0,8.5,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,24.0
MATHESON James - AUS - North American Cup 3 - 2016 - Qualification 1,78.77,5,Men,16.0,16.8,17.2,16.6,16.6,17.2,9.2,8.9,0,0,AUS,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,25.0
JENSON Alex - USA - North American Cup 3 - 2016 - Qualification 1,33.69,34,Women,16.0,13.8,11.6,13.5,12.0,13.1,4.3,4.2,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,25.0
GILBERT Valerie - CAN - North American Cup 1 - 2016 - Qualification 1,66.34,14,Women,7.0,14.9,15.7,14.0,14.8,15.2,5.9,6.9,0,0,CAN,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,22.0
SCHWARTZ Sophia - USA - North American Cup 4 - 2016 - Qualification 1,68.16,8,Women,-10.0,14.8,14.8,14.8,15.0,14.5,6.8,7.0,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,30.0
KAPRONCZAI Julian - CAN - North American Cup 1 - 2016 - Qualification 1,68.16,24,Men,7.0,14.8,15.0,14.2,14.6,13.8,8.0,7.5,0,0,CAN,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,22.0
CRONIN GUSS Angus - AUS - North American Cup 4 - 2016 - Qualification 1,19.24,54,Men,-10.0,13.0,12.0,12.0,13.2,14.4,7.8,7.9,0,0,AUS,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,22.0
COHEN Gabriel - USA - North American Cup 2 - 2016 - Qualification,68.93,21,Men,7.0,15.9,14.6,15.1,15.9,14.8,8.3,8.3,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,27.0
HARTY Kaitlyn - USA - North American Cup 3 - 2016 - Qualification 1,51.64,30,Women,16.0,10.7,12.4,11.2,14.1,13.7,5.8,6.3,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,21.0
BARZILAY Mason - CAN - North American Cup 2 - 2016 - Qualification 1,53.75,27,Women,7.0,13.9,14.5,11.4,14.1,14.5,5.2,5.2,0,0,CAN,0,0,0.0,2016,2016-North American Cup 2,Qualification 1,11.2,25.0
BROWN Berkley - CAN - North American Cup 1 - 2016 - Qualification 1,13.07,37,Women,7.0,14.5,15.3,14.5,9.5,14.5,7.6,6.8,0,0,CAN,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,20.0
MITCHELL Konrad - USA - North American Cup 2 - 2016 - Qualification,30.29,44,Men,7.0,13.8,13.0,10.5,10.9,11.5,5.9,6.4,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,24.0
PHIPPS Koleton - CAN - North American Cup 1 - 2016 - Qualification 1,56.32,35,Men,7.0,15.2,15.5,12.5,14.0,14.5,6.4,6.2,0,0,CAN,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,22.0
HARRELL Kaitlyn - USA - North American Cup 2 - 2016 - Qualification 1,60.43,21,Women,7.0,13.4,13.8,12.5,13.9,15.9,4.0,4.1,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification 1,11.2,23.0
JOHNSON Tess - USA - North American Cup 1 - 2016 - Qualification 1,75.23,1,Women,7.0,18.1,16.3,17.5,17.3,16.4,7.6,7.0,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,20.0
DESMARAIS GILBERT Laurianne - CAN - North American Cup 4 - 2016 - Qualification 1,24.41,36,Women,-10.0,13.0,15.2,12.2,13.9,13.6,5.5,4.7,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,23.0
WANG Jin - CHN - North American Cup 2 - 2016 - Qualification 1,24.41,37,Women,7.0,11.8,11.5,11.1,11.8,13.0,4.6,4.5,0,0,CHN,0,0,0.0,2016,2016-North American Cup 2,Qualification 1,11.2,23.0
BAILEY Hunter - USA - North American Cup 4 - 2016 - Qualification 1,78.61,8,Men,-10.0,16.8,17.9,17.9,15.9,17.5,7.1,5.9,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,24.0
KAPRONCZAI Julian - CAN - North American Cup 3 - 2016 - Final 1,78.61,8,Men,-9.0,17.4,16.5,16.1,16.5,16.0,5.2,5.9,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,22.0
SOAR Hannah - USA - North American Cup 1 - 2016 - Qualification 1,67.75,8,Women,7.0,15.5,15.7,16.8,15.7,15.9,5.0,5.4,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,21.0
SHAFFER Lulu - USA - North American Cup 2 - 2016 - Qualification 1,66.12,11,Women,7.0,12.1,14.0,14.8,15.5,15.0,6.1,5.5,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification 1,11.2,21.0
CLOUTIER ASSELIN Felix - CAN - North American Cup 4 - 2016 - Qualification 1,68.99,28,Men,-10.0,14.8,15.8,14.1,14.8,14.7,5.6,5.8,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,
RAY Hallee - USA - North American Cup 4 - 2016 - Qualification 1,21.81,38,Women,-10.0,12.5,12.0,11.3,13.3,12.0,5.0,5.7,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,22.0
HARTY Kaitlyn - USA - North American Cup 2 - 2016 - Qualification 1,28.69,35,Women,7.0,13.9,13.8,12.1,14.2,13.0,6.2,7.0,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification 1,11.2,21.0
CRESCIMANNO Sterling - USA - North American Cup 4 - 2016 - Qualification 1,73.29,17,Men,-10.0,15.0,16.3,15.8,16.5,17.2,6.2,7.9,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,28.0
VOLPE Nathan - CAN - North American Cup 4 - 2016 - Qualification 1,58.77,39,Men,-10.0,13.0,12.5,13.0,15.0,12.6,8.1,7.9,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,23.0
BAILEY Hunter - USA - North American Cup 2 - 2016 - Final 1,60.86,12,Men,7.0,16.5,15.9,17.0,14.9,15.5,8.2,7.5,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Final 1,11.2,24.0
HIMBURY Madii - AUS - North American Cup 1 - 2016 - Qualification 1,62.97,19,Women,7.0,13.8,14.6,14.9,14.2,15.5,7.6,7.4,0,0,AUS,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,26.0
O CONNELL Elizabeth - USA - North American Cup 3 - 2016 - Final 2,72.27,6,Women,-9.0,15.6,16.2,15.7,15.5,15.9,8.2,7.6,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Final 2,0.0,24.0
COHEN Gabriel - USA - North American Cup 3 - 2016 - Qualification 1,68.5,26,Men,16.0,16.3,14.5,15.1,15.4,16.2,5.9,6.2,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,27.0
MEGURO Misato - JPN - North American Cup 3 - 2016 - Final 1,67.04,15,Men,-9.0,15.1,16.1,14.4,15.8,15.8,8.0,7.0,0,0,JPN,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,26.0
BERGERON Julie - CAN - North American Cup 3 - 2016 - Final 1,76.89,2,Women,-9.0,16.4,16.2,15.6,16.4,17.2,7.8,7.4,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,24.0
STUDLER Abe - USA - North American Cup 1 - 2016 - Qualification 1,73.22,10,Men,7.0,16.8,15.1,15.8,16.2,16.4,7.0,6.2,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,23.0
REILLY Trevor - USA - North American Cup 4 - 2016 - Final 1,77.3,10,Men,-10.0,14.3,15.7,13.9,16.0,16.0,6.2,7.3,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Final 1,0.0,24.0
BAILEY Hunter - USA - North American Cup 2 - 2016 - Qualification,77.56,6,Men,7.0,16.5,16.4,16.4,16.9,16.5,8.2,7.8,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,24.0
GILBERT Valerie - CAN - North American Cup 3 - 2016 - Qualification 1,70.32,6,Women,16.0,14.1,14.7,14.4,15.7,15.6,8.0,7.2,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,22.0
ZEMBA Bryan - USA - North American Cup 4 - 2016 - Qualification 1,78.88,7,Men,-10.0,16.8,16.2,16.8,16.7,17.4,7.4,8.4,0,0,USA,0,0,-3.0,2016,2016-North American Cup 4,Qualification 1,0.0,29.0
PERRY Bruce - USA - North American Cup 2 - 2016 - Qualification,74.36,13,Men,7.0,16.8,16.8,16.2,18.2,17.7,8.2,7.2,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,25.0
RAY Hallee - USA - North American Cup 3 - 2016 - Qualification 1,64.93,14,Women,16.0,14.4,14.7,14.5,13.5,13.5,7.8,6.8,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,22.0
CLOUTIER ASSELIN Felix - CAN - North American Cup 1 - 2016 - Qualification 1,53.97,36,Men,7.0,14.3,14.6,14.3,15.1,14.1,6.0,6.9,0,0,CAN,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,
MATHESON James - AUS - North American Cup 3 - 2016 - Final 1,79.17,5,Men,-9.0,17.1,17.7,17.0,16.8,16.7,8.8,8.8,0,0,AUS,0,0,0.0,2016,2016-North American Cup 3,Final 1,0.0,25.0
MATHESON James - AUS - North American Cup 4 - 2016 - Final 1,79.65,7,Men,-10.0,17.0,16.9,16.5,16.9,17.4,7.3,8.0,0,0,AUS,0,0,-3.0,2016,2016-North American Cup 4,Final 1,0.0,25.0
GUELI Claudia - AUS - North American Cup 4 - 2016 - Final 1,63.22,15,Women,-10.0,14.5,14.2,15.3,15.6,15.3,6.0,6.4,0,0,AUS,0,0,-3.0,2016,2016-North American Cup 4,Final 1,0.0,23.0
CRONIN GUSS Angus - AUS - North American Cup 2 - 2016 - Qualification,62.2,27,Men,7.0,14.5,14.1,15.7,14.4,14.5,7.1,7.5,0,0,AUS,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,22.0
REILLY Trevor - USA - North American Cup 3 - 2016 - Qualification 1,75.4,13,Men,16.0,15.7,15.8,14.8,16.2,15.9,6.9,7.5,0,0,USA,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,24.0
NADEAU Juliane - CAN - North American Cup 3 - 2016 - Qualification 1,24.75,38,Women,16.0,12.5,13.0,13.6,14.2,13.4,3.0,2.6,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,21.0
DUFRESNE Gabriel - CAN - North American Cup 4 - 2016 - Final 1,78.45,8,Men,-10.0,16.4,16.3,14.9,17.0,16.3,8.4,8.2,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Final 1,0.0,24.0
SHAVER Morgan - USA - North American Cup 1 - 2016 - Qualification 1,40.23,32,Women,7.0,14.5,12.9,13.0,13.6,13.8,,,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,25.0
BRUNELLE Catherine - CAN - North American Cup 3 - 2016 - Qualification 1,53.68,29,Women,16.0,13.0,13.2,12.0,12.4,13.6,7.3,6.7,0,0,CAN,0,0,0.0,2016,2016-North American Cup 3,Qualification 1,0.0,23.0
BERGERON Julie - CAN - North American Cup 4 - 2016 - Final 2,73.25,4,Women,-10.0,15.8,15.8,15.4,14.8,16.3,6.7,7.1,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Final 2,0.0,24.0
ROBINSON Cameron - USA - North American Cup 1 - 2016 - Qualification 1,51.43,37,Men,7.0,15.0,15.6,16.1,15.4,15.8,8.4,7.8,0,0,USA,0,0,0.0,2016,2016-North American Cup 1,Qualification 1,5.5,21.0
SEMMENS Trevor - USA - North American Cup 2 - 2016 - Qualification,56.68,30,Men,7.0,14.4,14.3,12.8,15.7,14.4,9.0,8.6,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,25.0
LAMBERT Clare - CAN - North American Cup 4 - 2016 - Final 1,73.65,3,Women,-10.0,16.5,16.2,16.0,16.6,15.7,7.3,7.2,0,0,CAN,0,0,-3.0,2016,2016-North American Cup 4,Final 1,0.0,26.0
ZEMBA Bryan - USA - North American Cup 2 - 2016 - Qualification,72.61,14,Men,7.0,16.0,15.5,16.6,17.1,16.5,7.6,6.3,0,0,USA,0,0,0.0,2016,2016-North American Cup 2,Qualification,11.2,29.0
