Athlete_Comp_ID,Athlete_name,Score_Metric,Finish_Rank,mean,stddev,Score_Multiplier,Adjusted_score,Season,Season_Comp,Round,tier
ST.PIERRE Stephanie - CAN - World Cup 2 - 2003 - Qualification,ST.PIERRE Stephanie - CAN,53.47000000000001,19,51.883828125,20.57346140666925,1.0614543829996725,56.755965858992504,2003,2003-World Cup 2,Qualification,1
SEXTON Jane - AUS - World Cup 2 - 2003 - Qualification,SEXTON Jane - AUS,53.43,20,51.77173228346456,20.770367637630866,1.0636340177578623,56.82996556880258,2003,2003-World Cup 2,Qualification,1
BAHRKE Shannon - USA - World Cup 3 - 2003 - Final 1,BAHRKE Shannon - USA,89.0,1,87.31145038167939,2.9430884546880636,1.433852115755226,127.61283830221511,2003,2003-World Cup 3,Final 1,1
BERNTSEN Ingrid - NOR - World Cup 3 - 2003 - Final 1,BERNTSEN Ingrid - NOR,87.67,2,85.42320610687023,2.977848823229363,1.5494523567354823,135.84048811499974,2003,2003-World Cup 3,Final 1,1
TRAA Kari - NOR - World Cup 3 - 2003 - Final 1,TRAA Kari - NOR,86.63,3,84.0767175572519,3.2358946856177666,1.569917169563865,136.0019243993176,2003,2003-World Cup 3,Final 1,1
LAOURA Sandra - FRA - World Cup 3 - 2003 - Final 1,LAOURA Sandra - FRA,85.7,4,82.89274809160304,3.469604120549786,1.5815415784235494,135.53811327089818,2003,2003-World Cup 3,Final 1,1
CHERKASOVA Marina - RUS - World Cup 3 - 2003 - Final 1,CHERKASOVA Marina - RUS,83.7,5,80.99320610687023,4.992386610832916,1.412308485178607,118.2102202094494,2003,2003-World Cup 3,Final 1,1
VAN HOUTE Justine - USA - World Cup 3 - 2003 - Final 1,VAN HOUTE Justine - USA,82.87,6,76.65404580152672,11.469265586651087,1.4121582041094056,117.02555037454646,2003,2003-World Cup 3,Final 1,1
MARBLER Margarita - AUT - World Cup 3 - 2003 - Final 1,MARBLER Margarita - AUT,82.5,7,75.75183206106868,11.474050563694092,1.4435511353582413,119.0929686670549,2003,2003-World Cup 3,Final 1,1
ROBERTSON Shelly - USA - World Cup 3 - 2003 - Final 1,ROBERTSON Shelly - USA,82.27,8,74.6448854961832,11.728168568194613,1.4844071826200145,122.12217891414859,2003,2003-World Cup 3,Final 1,1
ST.PIERRE Stephanie - CAN - World Cup 3 - 2003 - Final 1,ST.PIERRE Stephanie - CAN,82.17,9,73.21160305343511,12.15202290933482,1.5389955467744907,126.4592640784599,2003,2003-World Cup 3,Final 1,1
BERCHTOLD Manuela - AUS - World Cup 3 - 2003 - Final 1,BERCHTOLD Manuela - AUS,78.67,10,70.71961832061069,13.218052333377587,1.452479044590385,114.26652643792559,2003,2003-World Cup 3,Final 1,1
